,Player,EspnId,EspnHeadshot
93,Dylan Holloway,4697397,https://a.espncdn.com/i/headshots/nhl/players/full/4697397.png
94,Wyatt Johnston,4874740,https://a.espncdn.com/i/headshots/nhl/players/full/4874740.png
95,Matvei Michkov,5149170,https://a.espncdn.com/i/headshots/nhl/players/full/5149170.png
96,Andrei Svechnikov,4352683,https://a.espncdn.com/i/headshots/nhl/players/full/4352683.png
97,William Eklund,4874721,https://a.espncdn.com/i/headshots/nhl/players/full/4874721.png
98,Macklin Celebrini,5206628,https://a.espncdn.com/i/headshots/nhl/players/full/5206628.png
99,Erik Karlsson,5164,https://a.espncdn.com/i/headshots/nhl/players/full/5164.png
100,Neal Pionk,3988847,https://a.espncdn.com/i/headshots/nhl/players/full/3988847.png
101,Auston Matthews,4024123,https://a.espncdn.com/i/headshots/nhl/players/full/4024123.png
102,Mikhail Sergachev,4024868,https://a.espncdn.com/i/headshots/nhl/players/full/4024868.png
103,Jakob Chychrun,4024950,https://a.espncdn.com/i/headshots/nhl/players/full/4024950.png
104,Elias Pettersson,4233566,https://a.espncdn.com/i/headshots/nhl/players/full/4233566.png
105,Jamie Benn,3998,https://a.espncdn.com/i/headshots/nhl/players/full/3998.png
106,Nazem Kadri,5349,https://a.espncdn.com/i/headshots/nhl/players/full/5349.png
107,Stefan Noesen,2562623,https://a.espncdn.com/i/headshots/nhl/players/full/2562623.png
108,Shayne Gostisbehere,3025662,https://a.espncdn.com/i/headshots/nhl/players/full/3025662.png
109,Sam Bennett,3114732,https://a.espncdn.com/i/headshots/nhl/players/full/3114732.png
110,Mason Marchment,4272192,https://a.espncdn.com/i/headshots/nhl/players/full/4272192.png
111,Fabian Zetterlund,4587837,https://a.espncdn.com/i/headshots/nhl/players/full/4587837.png
112,Anton Lundell,4697395,https://a.espncdn.com/i/headshots/nhl/players/full/4697395.png
113,Alex Laferriere,4697725,https://a.espncdn.com/i/headshots/nhl/players/full/4697725.png
114,Dmitri Voronkov,4915856,https://a.espncdn.com/i/headshots/nhl/players/full/4915856.png
115,John Carlson,5118,https://a.espncdn.com/i/headshots/nhl/players/full/5118.png
116,Kyle Palmieri,5517,https://a.espncdn.com/i/headshots/nhl/players/full/5517.png
117,Tyler Toffoli,5550,https://a.espncdn.com/i/headshots/nhl/players/full/5550.png
118,Jaden Schwartz,5835,https://a.espncdn.com/i/headshots/nhl/players/full/5835.png
119,Dougie Hamilton,2562605,https://a.espncdn.com/i/headshots/nhl/players/full/2562605.png
120,Pavel Buchnevich,3042081,https://a.espncdn.com/i/headshots/nhl/players/full/3042081.png
121,Oliver Bjorkstrand,3042095,https://a.espncdn.com/i/headshots/nhl/players/full/3042095.png
122,Chandler Stephenson,3067858,https://a.espncdn.com/i/headshots/nhl/players/full/3067858.png
123,Brock Boeser,3899979,https://a.espncdn.com/i/headshots/nhl/players/full/3899979.png
124,Casey Mittelstadt,4233575,https://a.espncdn.com/i/headshots/nhl/players/full/4233575.png
125,Steven Stamkos,5037,https://a.espncdn.com/i/headshots/nhl/players/full/5037.png
126,Ryan O'Reilly,5208,https://a.espncdn.com/i/headshots/nhl/players/full/5208.png
127,Roman Josi,5436,https://a.espncdn.com/i/headshots/nhl/players/full/5436.png
128,Mats Zuccarello,5560,https://a.espncdn.com/i/headshots/nhl/players/full/5560.png
129,Teuvo Teravainen,2592095,https://a.espncdn.com/i/headshots/nhl/players/full/2592095.png
130,Tomas Hertl,2976844,https://a.espncdn.com/i/headshots/nhl/players/full/2976844.png
131,Jake Walman,3151136,https://a.espncdn.com/i/headshots/nhl/players/full/3151136.png
132,Jack Roslovic,3904098,https://a.espncdn.com/i/headshots/nhl/players/full/3904098.png
133,Matthew Knies,4874919,https://a.espncdn.com/i/headshots/nhl/players/full/4874919.png
134,Owen Tippett,4392072,https://a.espncdn.com/i/headshots/nhl/players/full/4392072.png
135,Moritz Seider,4565227,https://a.espncdn.com/i/headshots/nhl/players/full/4565227.png
136,Will Cuylle,4697468,https://a.espncdn.com/i/headshots/nhl/players/full/4697468.png
137,Claude Giroux,3775,https://a.espncdn.com/i/headshots/nhl/players/full/3775.png
138,Mika Zibanejad,2562637,https://a.espncdn.com/i/headshots/nhl/players/full/2562637.png
139,Vincent Trocheck,2563036,https://a.espncdn.com/i/headshots/nhl/players/full/2563036.png
140,Roope Hintz,3904183,https://a.espncdn.com/i/headshots/nhl/players/full/3904183.png
141,Brayden Schenn,5219,https://a.espncdn.com/i/headshots/nhl/players/full/5219.png
142,Ryan Strome,2562636,https://a.espncdn.com/i/headshots/nhl/players/full/2562636.png
143,Colton Parayko,3069341,https://a.espncdn.com/i/headshots/nhl/players/full/3069341.png
144,Michael Bunting,3149603,https://a.espncdn.com/i/headshots/nhl/players/full/3149603.png
145,Warren Foegele,3151036,https://a.espncdn.com/i/headshots/nhl/players/full/3151036.png
146,Frank Vatrano,3527554,https://a.espncdn.com/i/headshots/nhl/players/full/3527554.png
147,Jake Evans,4393049,https://a.espncdn.com/i/headshots/nhl/players/full/4393049.png
148,Cole Perfetti,4697392,https://a.espncdn.com/i/headshots/nhl/players/full/4697392.png
149,Bowen Byram,4565225,https://a.espncdn.com/i/headshots/nhl/players/full/4565225.png
150,Simon Holmstrom,4565244,https://a.espncdn.com/i/headshots/nhl/players/full/4565244.png
151,Alexis Lafreniere,4697382,https://a.espncdn.com/i/headshots/nhl/players/full/4697382.png
152,Connor Zary,4697407,https://a.espncdn.com/i/headshots/nhl/players/full/4697407.png
153,Matty Beniers,4781552,https://a.espncdn.com/i/headshots/nhl/players/full/4781552.png
154,Kent Johnson,4781553,https://a.espncdn.com/i/headshots/nhl/players/full/4781553.png
155,Owen Power,4781556,https://a.espncdn.com/i/headshots/nhl/players/full/4781556.png
156,Cole Sillinger,4874725,https://a.espncdn.com/i/headshots/nhl/players/full/4874725.png
157,Juraj Slafkovsky,4915349,https://a.espncdn.com/i/headshots/nhl/players/full/4915349.png
158,Zach Hyman,5509,https://a.espncdn.com/i/headshots/nhl/players/full/5509.png
159,Nino Niederreiter,5511,https://a.espncdn.com/i/headshots/nhl/players/full/5511.png
160,Ryan Nugent-Hopkins,2562624,https://a.espncdn.com/i/headshots/nhl/players/full/2562624.png
161,Adam Lowry,2563066,https://a.espncdn.com/i/headshots/nhl/players/full/2563066.png
162,Scott Laughton,2976848,https://a.espncdn.com/i/headshots/nhl/players/full/2976848.png
163,Kevin Fiala,3114743,https://a.espncdn.com/i/headshots/nhl/players/full/3114743.png
164,Brandon Montour,3115032,https://a.espncdn.com/i/headshots/nhl/players/full/3115032.png
165,Ryan Donato,3115033,https://a.espncdn.com/i/headshots/nhl/players/full/3115033.png
166,Josh Norris,4233627,https://a.espncdn.com/i/headshots/nhl/players/full/4233627.png
167,Patrick Kane,3735,https://a.espncdn.com/i/headshots/nhl/players/full/3735.png
168,Alex Pietrangelo,4013,https://a.espncdn.com/i/headshots/nhl/players/full/4013.png
169,Taylor Hall,5428,https://a.espncdn.com/i/headshots/nhl/players/full/5428.png
170,Brock Nelson,5798,https://a.espncdn.com/i/headshots/nhl/players/full/5798.png
171,Phillip Danault,2562602,https://a.espncdn.com/i/headshots/nhl/players/full/2562602.png
172,Tyler Bertuzzi,3042056,https://a.espncdn.com/i/headshots/nhl/players/full/3042056.png
173,Matt Grzelcyk,3069448,https://a.espncdn.com/i/headshots/nhl/players/full/3069448.png
174,Travis Sanheim,3114757,https://a.espncdn.com/i/headshots/nhl/players/full/3114757.png
175,Noah Hanifin,3652964,https://a.espncdn.com/i/headshots/nhl/players/full/3652964.png
176,Pavel Zacha,3899949,https://a.espncdn.com/i/headshots/nhl/players/full/3899949.png
177,Pavel Dorofeyev,4587588,https://a.espncdn.com/i/headshots/nhl/players/full/4587588.png
178,Jake Sanderson,4697386,https://a.espncdn.com/i/headshots/nhl/players/full/4697386.png
179,Dawson Mercer,4697401,https://a.espncdn.com/i/headshots/nhl/players/full/4697401.png
180,Brandt Clarke,4874722,https://a.espncdn.com/i/headshots/nhl/players/full/4874722.png
181,Eric Robinson,4319879,https://a.espncdn.com/i/headshots/nhl/players/full/4319879.png
182,Noah Dobson,4352732,https://a.espncdn.com/i/headshots/nhl/players/full/4352732.png
183,Dylan Cozens,4565228,https://a.espncdn.com/i/headshots/nhl/players/full/4565228.png
184,Quinton Byfield,4697383,https://a.espncdn.com/i/headshots/nhl/players/full/4697383.png
185,Jake Neighbours,4697409,https://a.espncdn.com/i/headshots/nhl/players/full/4697409.png
186,Brock Faber,4697449,https://a.espncdn.com/i/headshots/nhl/players/full/4697449.png
187,Tyler Seguin,5430,https://a.espncdn.com/i/headshots/nhl/players/full/5430.png
188,Vladislav Namestnikov,2562622,https://a.espncdn.com/i/headshots/nhl/players/full/2562622.png
189,Jean-Gabriel Pageau,2593131,https://a.espncdn.com/i/headshots/nhl/players/full/2593131.png
190,Mike Matheson,2976851,https://a.espncdn.com/i/headshots/nhl/players/full/2976851.png
191,Elias Lindholm,3041994,https://a.espncdn.com/i/headshots/nhl/players/full/3041994.png
192,Artturi Lehkonen,3042050,https://a.espncdn.com/i/headshots/nhl/players/full/3042050.png
193,Nick Paul,3042111,https://a.espncdn.com/i/headshots/nhl/players/full/3042111.png
194,MacKenzie Weegar,3042269,https://a.espncdn.com/i/headshots/nhl/players/full/3042269.png
195,Devon Toews,3096249,https://a.espncdn.com/i/headshots/nhl/players/full/3096249.png
196,Aaron Ekblad,3114717,https://a.espncdn.com/i/headshots/nhl/players/full/3114717.png
197,Brett Howden,4024989,https://a.espncdn.com/i/headshots/nhl/players/full/4024989.png
198,Reilly Smith,2500990,https://a.espncdn.com/i/headshots/nhl/players/full/2500990.png
199,Joel Armia,2562596,https://a.espncdn.com/i/headshots/nhl/players/full/2562596.png
200,Sean Couturier,2562601,https://a.espncdn.com/i/headshots/nhl/players/full/2562601.png
201,Blake Coleman,2563026,https://a.espncdn.com/i/headshots/nhl/players/full/2563026.png
202,Morgan Rielly,2976833,https://a.espncdn.com/i/headshots/nhl/players/full/2976833.png
203,J.T. Compher,3041995,https://a.espncdn.com/i/headshots/nhl/players/full/3041995.png
204,Alex Wennberg,3042017,https://a.espncdn.com/i/headshots/nhl/players/full/3042017.png
205,Connor Brown,3067951,https://a.espncdn.com/i/headshots/nhl/players/full/3067951.png
206,Charlie McAvoy,3988803,https://a.espncdn.com/i/headshots/nhl/players/full/3988803.png
207,Pius Suter,4271732,https://a.espncdn.com/i/headshots/nhl/players/full/4271732.png
208,Kiefer Sherwood,4391255,https://a.espncdn.com/i/headshots/nhl/players/full/4391255.png
209,Kaapo Kakko,4565223,https://a.espncdn.com/i/headshots/nhl/players/full/4565223.png
210,Bobby Brink,4565257,https://a.espncdn.com/i/headshots/nhl/players/full/4565257.png
211,Tyson Foerster,4697406,https://a.espncdn.com/i/headshots/nhl/players/full/4697406.png
212,Matt Coronato,4874730,https://a.espncdn.com/i/headshots/nhl/players/full/4874730.png
213,Maxim Tsyplakov,5212753,
214,Morgan Geekie,4268466,https://a.espncdn.com/i/headshots/nhl/players/full/4268466.png
215,Jesperi Kotkaniemi,4352692,https://a.espncdn.com/i/headshots/nhl/players/full/4352692.png
216,Ryan McLeod,4378669,https://a.espncdn.com/i/headshots/nhl/players/full/4378669.png
217,Thomas Harley,4565239,https://a.espncdn.com/i/headshots/nhl/players/full/4565239.png
218,Luke Hughes,4874719,https://a.espncdn.com/i/headshots/nhl/players/full/4874719.png
219,Ryker Evans,4874864,https://a.espncdn.com/i/headshots/nhl/players/full/4874864.png
220,Logan Stankoven,4874899,https://a.espncdn.com/i/headshots/nhl/players/full/4874899.png
221,Shane Wright,5080144,https://a.espncdn.com/i/headshots/nhl/players/full/5080144.png
222,Mikael Backlund,3797,https://a.espncdn.com/i/headshots/nhl/players/full/3797.png
223,Dmitry Orlov,5646,https://a.espncdn.com/i/headshots/nhl/players/full/5646.png
224,Tanner Pearson,2976860,https://a.espncdn.com/i/headshots/nhl/players/full/2976860.png
225,Trevor Moore,3096186,https://a.espncdn.com/i/headshots/nhl/players/full/3096186.png
226,Ivan Provorov,3899939,https://a.espncdn.com/i/headshots/nhl/players/full/3899939.png
227,Rasmus Andersson,3904186,https://a.espncdn.com/i/headshots/nhl/players/full/3904186.png
228,Vince Dunn,3904189,https://a.espncdn.com/i/headshots/nhl/players/full/3904189.png
229,Samuel Girard,4063401,https://a.espncdn.com/i/headshots/nhl/players/full/4063401.png
230,Justin Brazeau,4063605,https://a.espncdn.com/i/headshots/nhl/players/full/4063605.png
231,Miro Heiskanen,4233536,https://a.espncdn.com/i/headshots/nhl/players/full/4233536.png
232,Morgan Frost,4233685,https://a.espncdn.com/i/headshots/nhl/players/full/4233685.png
233,Nick Foligno,3535,https://a.espncdn.com/i/headshots/nhl/players/full/3535.png
234,Alex Killorn,4968,https://a.espncdn.com/i/headshots/nhl/players/full/4968.png
235,Evgenii Dadonov,4969,https://a.espncdn.com/i/headshots/nhl/players/full/4969.png
236,Brendan Gallagher,5614,https://a.espncdn.com/i/headshots/nhl/players/full/5614.png
237,Mattias Ekholm,2558631,https://a.espncdn.com/i/headshots/nhl/players/full/2558631.png
238,William Karlsson,2563057,https://a.espncdn.com/i/headshots/nhl/players/full/2563057.png
239,Ondrej Palat,2590389,https://a.espncdn.com/i/headshots/nhl/players/full/2590389.png
240,Jordan Martinook,2989376,https://a.espncdn.com/i/headshots/nhl/players/full/2989376.png
241,Teddy Blueger,3024916,https://a.espncdn.com/i/headshots/nhl/players/full/3024916.png
242,Darnell Nurse,3041997,https://a.espncdn.com/i/headshots/nhl/players/full/3041997.png
243,Valeri Nichushkin,3042003,https://a.espncdn.com/i/headshots/nhl/players/full/3042003.png
244,Damon Severson,3068087,https://a.espncdn.com/i/headshots/nhl/players/full/3068087.png
245,Evan Rodrigues,3648008,https://a.espncdn.com/i/headshots/nhl/players/full/3648008.png
246,Thomas Chabot,3900219,https://a.espncdn.com/i/headshots/nhl/players/full/3900219.png
247,Joel Eriksson Ek,3904091,https://a.espncdn.com/i/headshots/nhl/players/full/3904091.png
248,Keegan Kolesar,3941546,https://a.espncdn.com/i/headshots/nhl/players/full/3941546.png
249,Adam Gaudette,3942868,https://a.espncdn.com/i/headshots/nhl/players/full/3942868.png
250,Luke Kunin,4024933,https://a.espncdn.com/i/headshots/nhl/players/full/4024933.png
251,Taylor Raddysh,4063502,https://a.espncdn.com/i/headshots/nhl/players/full/4063502.png
252,Filip Chytil,4233643,https://a.espncdn.com/i/headshots/nhl/players/full/4233643.png
253,Barrett Hayton,4352699,https://a.espncdn.com/i/headshots/nhl/players/full/4352699.png
254,Rasmus Sandin,4352803,https://a.espncdn.com/i/headshots/nhl/players/full/4352803.png
255,Alex Vlasic,4565266,https://a.espncdn.com/i/headshots/nhl/players/full/4565266.png
256,Emil Heineman,4697447,https://a.espncdn.com/i/headshots/nhl/players/full/4697447.png
257,Bobby McMann,5048894,https://a.espncdn.com/i/headshots/nhl/players/full/5048894.png
258,Cutter Gauthier,5080145,https://a.espncdn.com/i/headshots/nhl/players/full/5080145.png
259,Adam Fantilli,5136617,https://a.espncdn.com/i/headshots/nhl/players/full/5136617.png
260,Paul Cotter,4331579,https://a.espncdn.com/i/headshots/nhl/players/full/4331579.png
261,Noah Cates,4419682,https://a.espncdn.com/i/headshots/nhl/players/full/4419682.png
262,Jackson LaCombe,4565262,https://a.espncdn.com/i/headshots/nhl/players/full/4565262.png
263,Mason Lohrei,4697461,https://a.espncdn.com/i/headshots/nhl/players/full/4697461.png
264,Mason McTavish,4874718,https://a.espncdn.com/i/headshots/nhl/players/full/4874718.png
265,Kris Letang,3539,https://a.espncdn.com/i/headshots/nhl/players/full/3539.png
266,Jordan Staal,3541,https://a.espncdn.com/i/headshots/nhl/players/full/3541.png
267,Gustav Nyquist,5823,https://a.espncdn.com/i/headshots/nhl/players/full/5823.png
268,Andrew Copp,3042114,https://a.espncdn.com/i/headshots/nhl/players/full/3042114.png
269,Yanni Gourde,3094261,https://a.espncdn.com/i/headshots/nhl/players/full/3094261.png
270,Andrew Mangiapane,3149619,https://a.espncdn.com/i/headshots/nhl/players/full/3149619.png
271,Frederick Gaudreau,3149649,https://a.espncdn.com/i/headshots/nhl/players/full/3149649.png
272,Danton Heinen,3151741,https://a.espncdn.com/i/headshots/nhl/players/full/3151741.png
273,Vladislav Gavrikov,3942292,https://a.espncdn.com/i/headshots/nhl/players/full/3942292.png
274,Mathieu Olivier,4064781,https://a.espncdn.com/i/headshots/nhl/players/full/4064781.png
275,Marcus Foligno,5172,https://a.espncdn.com/i/headshots/nhl/players/full/5172.png
276,Oliver Ekman-Larsson,5488,https://a.espncdn.com/i/headshots/nhl/players/full/5488.png
277,Chris Kreider,5833,https://a.espncdn.com/i/headshots/nhl/players/full/5833.png
278,Jonas Brodin,2562600,https://a.espncdn.com/i/headshots/nhl/players/full/2562600.png
279,Nic Dowd,3025616,https://a.espncdn.com/i/headshots/nhl/players/full/3025616.png
280,Ryan Pulock,3042019,https://a.espncdn.com/i/headshots/nhl/players/full/3042019.png
281,Andre Burakovsky,3042044,https://a.espncdn.com/i/headshots/nhl/players/full/3042044.png
282,Alexander Kerfoot,3069394,https://a.espncdn.com/i/headshots/nhl/players/full/3069394.png
283,Josh Anderson,3069687,https://a.espncdn.com/i/headshots/nhl/players/full/3069687.png
284,Gustav Forsling,3151784,https://a.espncdn.com/i/headshots/nhl/players/full/3151784.png
285,Mason Appleton,3942043,https://a.espncdn.com/i/headshots/nhl/players/full/3942043.png
286,Eeli Tolvanen,4233720,https://a.espncdn.com/i/headshots/nhl/players/full/4233720.png
287,Jesper Boqvist,4233872,https://a.espncdn.com/i/headshots/nhl/players/full/4233872.png
288,Eetu Luostarinen,4233877,https://a.espncdn.com/i/headshots/nhl/players/full/4233877.png
289,Michael Kesselring,4331604,https://a.espncdn.com/i/headshots/nhl/players/full/4331604.png
290,Alex Turcotte,4565226,https://a.espncdn.com/i/headshots/nhl/players/full/4565226.png
291,Jack McBain,4755695,https://a.espncdn.com/i/headshots/nhl/players/full/4755695.png
292,Leo Carlsson,5149153,https://a.espncdn.com/i/headshots/nhl/players/full/5149153.png
293,Joel Farabee,4352750,https://a.espncdn.com/i/headshots/nhl/players/full/4352750.png
294,Ross Colton,4392471,https://a.espncdn.com/i/headshots/nhl/players/full/4392471.png
295,Kirby Dach,4565224,https://a.espncdn.com/i/headshots/nhl/players/full/4565224.png
296,Philip Broberg,4565229,https://a.espncdn.com/i/headshots/nhl/players/full/4565229.png
297,Vasily Podkolzin,4565231,https://a.espncdn.com/i/headshots/nhl/players/full/4565231.png
298,Nikolai Kovalenko,4588147,https://a.espncdn.com/i/headshots/nhl/players/full/4588147.png
299,Jack Quinn,4697389,https://a.espncdn.com/i/headshots/nhl/players/full/4697389.png
300,Yegor Chinakhov,4697404,https://a.espncdn.com/i/headshots/nhl/players/full/4697404.png
301,Luke Evangelista,4697446,https://a.espncdn.com/i/headshots/nhl/players/full/4697446.png
302,Simon Edvinsson,4874720,https://a.espncdn.com/i/headshots/nhl/players/full/4874720.png
303,Will Smith,5149155,https://a.espncdn.com/i/headshots/nhl/players/full/5149155.png
304,Lars Eller,3946,https://a.espncdn.com/i/headshots/nhl/players/full/3946.png
305,Jeff Skinner,5540,https://a.espncdn.com/i/headshots/nhl/players/full/5540.png
